Date_reported,Country_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days
2020-01-05,IMN,ISLE OF MAN,EUR,,,,
2024-11-10,CHE,SWITZERLAND,EUR,,,,
2021-01-03,TUR,TURKEY,EUR,13154.0,2181.0,77420.0,13169.0
2023-11-05,CIV,CÔTE D’IVOIRE,AFR,,,,
2021-12-05,KHM,CAMBODIA,WPR,,,,
2020-09-27,BEN,BENIN,AFR,,,,
2024-10-13,GLP,GUADELOUPE,AMR,,,,
2023-01-01,IMN,ISLE OF MAN,EUR,,,,
2022-01-30,AFG,AFGHANISTAN,EMR,10.0,,192.0,
2020-02-02,WSM,SAMOA,WPR,,,,
2023-12-10,TCD,CHAD,AFR,,,,
2020-09-13,ABW,ARUBA,AMR,43.0,7.0,131.0,32.0
2023-03-12,SLV,EL SALVADOR,AMR,,,,
2020-04-05,BGD,BANGLADESH,SEAR,,,17.0,0.0
2024-03-24,JOR,JORDAN,EMR,,,,
2022-02-20,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,12947.0,,50939.0,
2023-10-01,COL,COLOMBIA,AMR,56.0,,256.0,
2023-04-23,SSD,SOUTH SUDAN,AFR,,,,
2024-11-10,XXF,International conveyance (American Samoa),OTHER,,,,
2025-01-12,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
2023-01-08,HTI,HAITI,AMR,,,,
2024-12-15,GHA,GHANA,AFR,,,,
2021-08-08,QAT,QATAR,EMR,46.0,11.0,175.0,37.0
2020-03-08,PER,PERU,AMR,,,,
2020-06-21,JEY,JERSEY,EUR,0.0,,4.0,0.0
2022-11-27,BLZ,BELIZE,AMR,,,,
2021-01-24,MRT,MAURITANIA,AFR,,,,
2022-07-24,BMU,BERMUDA,AMR,,,,
2023-08-20,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2021-10-10,DNK,DENMARK,EUR,88.0,2.0,256.0,8.0
2023-07-23,NLD,NETHERLANDS,EUR,38.0,3.0,144.0,8.0
2021-07-18,GNB,GUINEA-BISSAU,AFR,,,,
2021-11-21,HRV,CROATIA,EUR,,,,
2022-02-27,BWA,BOTSWANA,AFR,,,,
2022-01-16,LCA,SAINT LUCIA,AMR,,,,
2022-12-25,UZB,UZBEKISTAN,EUR,,,1055.0,0.0
2024-11-17,YEM,YEMEN,EMR,,,,
2023-05-14,POL,POLAND,EUR,7.0,,34.0,
2025-03-09,AGO,ANGOLA,AFR,,,,
2023-05-28,BWA,BOTSWANA,AFR,0.0,,0.0,0.0
2023-11-19,JAM,JAMAICA,AMR,,,,
2020-05-03,KEN,KENYA,AFR,,,,
2025-04-13,SWE,SWEDEN,EUR,,1.0,,4.0
2024-04-21,GBR,THE UNITED KINGDOM,EUR,,,,
2022-06-05,LCA,SAINT LUCIA,AMR,,,,
2024-09-15,COG,CONGO,AFR,,,,
2021-01-17,GLP,GUADELOUPE,AMR,,,,
2024-09-22,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2021-12-19,MWI,MALAWI,AFR,,,,
2020-02-02,POL,POLAND,EUR,8.0,,19.0,
2020-09-13,XXJ,International conveyance (Diamond Princess),OTHER,,,,
2023-08-13,SHN,SAINT HELENA,AFR,,,,
2021-03-28,KIR,KIRIBATI,WPR,,,,
2024-08-25,AGO,ANGOLA,AFR,0.0,0.0,0.0,0.0
2020-11-22,PNG,PAPUA NEW GUINEA,WPR,,,,
2020-11-08,MLT,MALTA,EUR,75.0,3.0,235.0,23.0
2023-08-20,KOR,REPUBLIC OF KOREA,WPR,,,,
2024-05-26,SEN,SENEGAL,AFR,0.0,0.0,0.0,0.0
2022-04-24,TUR,TURKEY,EUR,1252.0,284.0,8689.0,1652.0
2024-02-11,PRI,PUERTO RICO,AMR,,,,
2022-04-24,ALB,ALBANIA,EUR,6.0,,29.0,
2023-09-03,SRB,SERBIA,EUR,,,,
2022-10-23,ASM,AMERICAN SAMOA,WPR,,,,
2024-12-01,UGA,UGANDA,AFR,,,,
2024-03-17,KWT,KUWAIT,EMR,,,,
2022-05-01,GBR,THE UNITED KINGDOM,EUR,,,,
2025-03-16,TCD,CHAD,AFR,,,,
2021-02-21,MMR,MYANMAR,SEAR,,,,
2022-10-02,CYM,CAYMAN ISLANDS,AMR,,,,
2022-12-18,FRO,FAROE ISLANDS,EUR,,,,
2021-08-15,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
2020-06-21,EST,ESTONIA,EUR,5.0,0.0,14.0,1.0
2023-05-14,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
2020-08-30,GRC,GREECE,EUR,,18.0,,65.0
2021-10-17,ERI,ERITREA,AFR,,,,
2022-07-10,ALB,ALBANIA,EUR,68.0,,144.0,
2022-03-20,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
2020-02-02,TCD,CHAD,AFR,,,,
2024-02-25,USA,UNITED STATES OF AMERICA,AMR,17677.0,,78177.0,
2020-05-17,DEU,GERMANY,EUR,647.0,57.0,4789.0,461.0
2024-04-28,GUF,FRENCH GUIANA,AMR,,,,
2022-03-20,XXI,International conveyance (Kiribati),OTHER,,,,
2024-09-15,REU,RÉUNION,AFR,,,,
2023-07-30,PRI,PUERTO RICO,AMR,,,,
2020-11-22,QAT,QATAR,EMR,21.0,17.0,89.0,68.0
2020-07-05,NLD,NETHERLANDS,EUR,5.0,5.0,58.0,26.0
2024-03-17,SAU,SAUDI ARABIA,EMR,,,,
2024-12-08,KIR,KIRIBATI,WPR,,,,
2022-01-23,JPN,JAPAN,WPR,,,,
2023-07-16,MAF,SAINT MARTIN,AMR,,,,
2022-06-19,CHN,CHINA,WPR,399.0,,1954.0,
2023-07-30,NOR,NORWAY,EUR,44.0,3.0,125.0,8.0
2022-09-18,BFA,BURKINA FASO,AFR,0.0,0.0,0.0,0.0
2020-09-27,PYF,FRENCH POLYNESIA,WPR,,,,
2022-06-12,EGY,EGYPT,EMR,,,,
2024-03-10,NPL,NEPAL,SEAR,,,,
2022-06-12,ITA,ITALY,EUR,2351.0,107.0,9759.0,438.0
2020-12-13,ARM,ARMENIA,EUR,,,2757.0,
2021-01-17,NGA,NIGERIA,AFR,,,,
2022-05-08,XXF,International conveyance (American Samoa),OTHER,,,,
2024-07-21,UKR,UKRAINE,EUR,2.0,2.0,3.0,2.0
2023-08-20,GLP,GUADELOUPE,AMR,,,,
2021-05-02,PYF,FRENCH POLYNESIA,WPR,,,,
2021-06-27,MYS,MALAYSIA,WPR,26714.0,,106221.0,
2025-03-02,UZB,UZBEKISTAN,EUR,,,,
2021-06-06,AFG,AFGHANISTAN,EMR,192.0,,742.0,
2024-11-10,KEN,KENYA,AFR,,,,
2021-01-31,VNM,VIET NAM,WPR,,,,
2022-03-13,BIH,BOSNIA AND HERZEGOVINA,EUR,120.0,13.0,857.0,77.0
2020-03-08,BMU,BERMUDA,AMR,,,,
2021-01-10,LBR,LIBERIA,AFR,,,,
2022-05-01,FJI,FIJI,WPR,,,,
2022-11-27,ERI,ERITREA,AFR,,,,
2020-11-08,MAF,SAINT MARTIN,AMR,,,,
2023-07-30,SVK,SLOVAKIA,EUR,6.0,0.0,34.0,1.0
2022-04-24,CYP,CYPRUS,EUR,49.0,4.0,481.0,32.0
